@relation lunar_lander

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute magnitude_velocity numeric
@attribute abs_x_disp numeric
@attribute abs_angle numeric
@attribute action {0,1,2,3}
@attribute reward numeric

@data
0.032946,1.840751,0.048294,0.129636,-0.037226,-0.010782,0,0,0.13834,0.032946,0.037226,0.067267,0
0.033424,1.843571,0.048294,0.125316,-0.037765,-0.010782,0,0,0.1343,0.033424,0.037765,0.075158,0
0.033901,1.846293,0.048294,0.120996,-0.038305,-0.010782,0,0,0.130278,0.033901,0.038305,0.082903,0
0.034379,1.848919,0.048294,0.116676,-0.038844,-0.010782,0,0,0.126276,0.034379,0.038844,0.090454,0
0.034856,1.851447,0.048294,0.112356,-0.039383,-0.010782,0,0,0.122296,0.034856,0.039383,0.097787,0
0.035334,1.853878,0.048294,0.108036,-0.039922,-0.010782,0,0,0.118339,0.035334,0.039922,0.104845,0
0.035811,1.856212,0.048294,0.103716,-0.040461,-0.010782,0,0,0.114409,0.035811,0.040461,0.111653,0
0.036289,1.858449,0.048294,0.099396,-0.041,-0.010782,0,0,0.110508,0.036289,0.041,0.118109,0
0.036766,1.860589,0.048294,0.095076,-0.041539,-0.010782,0,0,0.106639,0.036766,0.041539,0.124258,0
0.037243,1.862631,0.048294,0.090756,-0.042078,-0.010782,0,0,0.102806,0.037243,0.042078,0.129934,0
0.037721,1.864576,0.048294,0.086436,-0.042618,-0.010782,0,0,0.099013,0.037721,0.042618,0.135161,0
0.038198,1.866424,0.048294,0.082116,-0.043157,-0.010782,0,0,0.095265,0.038198,0.043157,0.139804,0
0.038676,1.868175,0.048294,0.077796,-0.043696,-0.010782,0,0,0.091567,0.038676,0.043696,0.14387,0
0.039153,1.869829,0.048294,0.073476,-0.044235,-0.010782,0,0,0.087926,0.039153,0.044235,0.147144,0
0.039631,1.871385,0.048294,0.069156,-0.044774,-0.010782,0,0,0.08435,0.039631,0.044774,0.149594,0
0.040108,1.872844,0.048294,0.064836,-0.045313,-0.010782,0,0,0.080846,0.040108,0.045313,0.151029,0
0.040586,1.874206,0.048294,0.060516,-0.045852,-0.010782,0,0,0.077424,0.040586,0.045852,0.15138,0
0.041063,1.875471,0.048294,0.056196,-0.046391,-0.010782,0,0,0.074097,0.041063,0.046391,0.150349,0
0.041541,1.876638,0.048294,0.051876,-0.04693,-0.010782,0,0,0.070876,0.041541,0.04693,0.14779,0
0.042018,1.877709,0.048294,0.047556,-0.04747,-0.010782,0,0,0.067778,0.042018,0.04747,0.143531,0
0.042496,1.878682,0.048294,0.043236,-0.048009,-0.010782,0,0,0.06482,0.042496,0.048009,0.137242,0
0.042973,1.879558,0.048294,0.038916,-0.048548,-0.010782,0,0,0.062022,0.042973,0.048548,0.128634,0
0.043451,1.880337,0.048294,0.034596,-0.049087,-0.010782,0,0,0.059407,0.043451,0.049087,0.117596,0
0.043928,1.881018,0.048294,0.030276,-0.049626,-0.010782,0,0,0.057,0.043928,0.049626,0.103762,0
0.044406,1.881603,0.048294,0.025956,-0.050165,-0.010782,0,0,0.054827,0.044406,0.050165,0.087088,0
0.044883,1.88209,0.048294,0.021636,-0.050704,-0.010782,0,0,0.052919,0.044883,0.050704,0.067382,0
0.045361,1.88248,0.048294,0.017316,-0.051243,-0.010782,0,0,0.051305,0.045361,0.051243,0.044917,0
0.045838,1.882773,0.048294,0.012996,-0.051783,-0.010782,0,0,0.050012,0.045838,0.051783,0.019846,0
0.046316,1.882968,0.048294,0.008676,-0.052322,-0.010782,0,0,0.049067,0.046316,0.052322,-0.007226,0
0.046793,1.883067,0.048294,0.004356,-0.052861,-0.010782,0,0,0.04849,0.046793,0.052861,-0.035648,0
0.047271,1.883068,0.048294,0.000036,-0.0534,-0.010782,0,0,0.048294,0.047271,0.0534,-0.064474,0
0.047748,1.882972,0.048294,-0.004285,-0.053939,-0.010782,0,0,0.048484,0.047748,0.053939,-0.09291,0
0.048226,1.882779,0.048294,-0.008605,-0.054478,-0.010782,0,0,0.049055,0.048226,0.054478,-0.12001,0
0.048703,1.882489,0.048294,-0.012925,-0.055017,-0.010782,0,0,0.049994,0.048703,0.055017,-0.145121,0
0.049181,1.882101,0.048294,-0.017245,-0.055556,-0.010782,0,0,0.051281,0.049181,0.055556,-0.167633,0
0.049658,1.881616,0.048294,-0.021565,-0.056096,-0.010783,0,0,0.05289,0.049658,0.056096,-0.187362,0
0.050136,1.881034,0.048294,-0.025885,-0.056635,-0.010783,0,0,0.054794,0.050136,0.056635,-0.204142,0
0.050613,1.880355,0.048294,-0.030205,-0.057174,-0.010783,0,0,0.056962,0.050613,0.057174,-0.217967,0
0.051091,1.879579,0.048294,-0.034525,-0.057713,-0.010783,0,0,0.059366,0.051091,0.057713,-0.229109,0
0.051568,1.878706,0.048294,-0.038845,-0.058252,-0.010783,0,0,0.061978,0.051568,0.058252,-0.237704,0
0.052046,1.877735,0.048294,-0.043165,-0.058791,-0.010783,0,0,0.064773,0.052046,0.058791,-0.244031,0
0.052523,1.876667,0.048294,-0.047485,-0.05933,-0.010783,0,0,0.067728,0.052523,0.05933,-0.248382,0
0.053001,1.875502,0.048294,-0.051805,-0.059869,-0.010783,0,0,0.070824,0.053001,0.059869,-0.250944,0
0.053478,1.874239,0.048294,-0.056125,-0.060409,-0.010783,0,0,0.074043,0.053478,0.060409,-0.251947,0
0.053956,1.87288,0.048294,-0.060445,-0.060948,-0.010783,0,0,0.077369,0.053956,0.060948,-0.251706,0
0.054433,1.871423,0.048294,-0.064765,-0.061487,-0.010783,0,0,0.080789,0.054433,0.061487,-0.250268,0
0.05491,1.869869,0.048294,-0.069085,-0.062026,-0.010783,0,0,0.084291,0.05491,0.062026,-0.247839,0
0.055388,1.868218,0.048294,-0.073405,-0.062565,-0.010783,0,0,0.087867,0.055388,0.062565,-0.244555,0
0.055865,1.86647,0.048294,-0.077725,-0.063104,-0.010783,0,0,0.091507,0.055865,0.063104,-0.240538,0
0.056343,1.864624,0.048294,-0.082045,-0.063643,-0.010783,0,0,0.095203,0.056343,0.063643,-0.235909,0
0.05682,1.862681,0.048294,-0.086365,-0.064183,-0.010783,0,0,0.098951,0.05682,0.064183,-0.230698,0
0.057298,1.860641,0.048294,-0.090685,-0.064722,-0.010783,0,0,0.102743,0.057298,0.064722,-0.22501,0
0.057775,1.858504,0.048294,-0.095005,-0.065261,-0.010783,0,0,0.106575,0.057775,0.065261,-0.218934,0
0.058253,1.85627,0.048294,-0.099325,-0.0658,-0.010783,0,0,0.110444,0.058253,0.0658,-0.212461,0
0.05873,1.853939,0.048294,-0.103645,-0.066339,-0.010783,0,0,0.114344,0.05873,0.066339,-0.205671,0
0.059208,1.85151,0.048294,-0.107965,-0.066878,-0.010783,0,0,0.118274,0.059208,0.066878,-0.198626,0
0.059685,1.848984,0.048294,-0.112285,-0.067417,-0.010783,0,0,0.12223,0.059685,0.067417,-0.191279,0
0.060163,1.846361,0.048294,-0.116605,-0.067956,-0.010783,0,0,0.126211,0.060163,0.067956,-0.18377,0
0.06064,1.843641,0.048294,-0.120925,-0.068496,-0.010783,0,0,0.130212,0.06064,0.068496,-0.176038,0
0.061118,1.840823,0.048294,-0.125245,-0.069035,-0.010783,0,0,0.134234,0.061118,0.069035,-0.168162,0
0.061595,1.837909,0.048294,-0.129565,-0.069574,-0.010783,0,0,0.138273,0.061595,0.069574,-0.160106,0
0.062073,1.834897,0.048294,-0.133885,-0.070113,-0.010783,0,0,0.142329,0.062073,0.070113,-0.151916,0
0.06255,1.831788,0.048294,-0.138205,-0.070652,-0.010783,0,0,0.1464,0.06255,0.070652,-0.143597,0
0.063028,1.828581,0.048294,-0.142525,-0.071191,-0.010783,0,0,0.150485,0.063028,0.071191,-0.135203,0
0.063505,1.825278,0.048294,-0.146845,-0.07173,-0.010783,0,0,0.154583,0.063505,0.07173,-0.126711,0
0.063983,1.821878,0.048294,-0.151165,-0.072269,-0.010783,0,0,0.158692,0.063983,0.072269,-0.118066,0
0.06446,1.81838,0.048294,-0.155485,-0.072809,-0.010783,0,0,0.162813,0.06446,0.072809,-0.109376,0
0.064938,1.814785,0.048294,-0.159805,-0.073348,-0.010783,0,0,0.166943,0.064938,0.073348,-0.100641,0
0.065415,1.811093,0.048294,-0.164125,-0.073887,-0.010783,0,0,0.171083,0.065415,0.073887,-0.091808,0
0.065893,1.807303,0.048294,-0.168445,-0.074426,-0.010783,0,0,0.175232,0.065893,0.074426,-0.08292,0
0.06637,1.803416,0.048294,-0.172765,-0.074965,-0.010783,0,0,0.179388,0.06637,0.074965,-0.073975,0
0.066848,1.799433,0.048294,-0.177086,-0.075504,-0.010783,0,0,0.183553,0.066848,0.075504,-0.065021,0
0.067325,1.795352,0.048294,-0.181406,-0.076043,-0.010783,0,0,0.187724,0.067325,0.076043,-0.055969,0
0.067803,1.791173,0.048294,-0.185726,-0.076583,-0.010783,0,0,0.191902,0.067803,0.076583,-0.046886,0
0.06828,1.786898,0.048294,-0.190046,-0.077122,-0.010783,0,0,0.196086,0.06828,0.077122,-0.037795,0
0.068758,1.782525,0.048294,-0.194366,-0.077661,-0.010783,0,0,0.200276,0.068758,0.077661,-0.028627,0
0.069235,1.778056,0.048294,-0.198686,-0.0782,-0.010783,0,0,0.204471,0.069235,0.0782,-0.019467,0
0.069713,1.773489,0.048294,-0.203006,-0.078739,-0.010783,0,0,0.208671,0.069713,0.078739,4.180979,2
0.07021,1.769915,0.050439,-0.158887,-0.079452,-0.014253,0,0,0.1667,0.07021,0.079452,-0.118662,0
0.070707,1.766243,0.050439,-0.163207,-0.080164,-0.014253,0,0,0.170823,0.070707,0.080164,-0.109919,0
0.071204,1.762475,0.050439,-0.167527,-0.080877,-0.014253,0,0,0.174955,0.071204,0.080877,-0.101124,0
0.071702,1.758609,0.050439,-0.171847,-0.08159,-0.014253,0,0,0.179096,0.071702,0.08159,-0.092257,0
0.072199,1.754646,0.050439,-0.176167,-0.082302,-0.014253,0,0,0.183245,0.072199,0.082302,-0.083363,0
0.072696,1.750586,0.050439,-0.180487,-0.083015,-0.014253,0,0,0.187402,0.072696,0.083015,-0.074376,0
0.073193,1.746429,0.050439,-0.184807,-0.083728,-0.014253,0,0,0.191566,0.073193,0.083728,-0.065374,0
0.07369,1.742174,0.050439,-0.189127,-0.08444,-0.014253,0,0,0.195737,0.07369,0.08444,-0.056328,0
0.074188,1.737823,0.050439,-0.193447,-0.085153,-0.014253,0,0,0.199914,0.074188,0.085153,-0.047232,0
0.074685,1.733374,0.050439,-0.197767,-0.085865,-0.014253,0,0,0.204098,0.074685,0.085865,-0.038115,0
0.075182,1.728828,0.050439,-0.202087,-0.086578,-0.014253,0,0,0.208286,0.075182,0.086578,2.078167,2
0.075595,1.724724,0.042545,-0.182446,-0.087823,-0.024904,0,0,0.187341,0.075595,0.087823,-0.12766,0
0.076008,1.720524,0.042545,-0.186766,-0.089068,-0.024904,0,0,0.191551,0.076008,0.089068,-0.118458,0
0.076421,1.716226,0.042545,-0.191086,-0.090314,-0.024904,0,0,0.195765,0.076421,0.090314,-0.10921,0
0.076833,1.711831,0.042545,-0.195407,-0.091559,-0.024904,0,0,0.199984,0.076833,0.091559,-0.099952,0
0.077246,1.707339,0.042545,-0.199727,-0.092804,-0.024904,0,0,0.204208,0.077246,0.092804,-0.090654,0
0.077659,1.70275,0.042545,-0.204047,-0.094049,-0.024904,0,0,0.208435,0.077659,0.094049,2.579891,2
0.078117,1.698788,0.047044,-0.176151,-0.095297,-0.024959,0,0,0.182325,0.078117,0.095297,-0.139163,0
0.078575,1.694729,0.047044,-0.180471,-0.096545,-0.024959,0,0,0.186502,0.078575,0.096545,-0.130137,0
0.079033,1.690573,0.047044,-0.184791,-0.097793,-0.024959,0,0,0.190685,0.079033,0.097793,-0.121042,0
0.079491,1.68632,0.047044,-0.189111,-0.099041,-0.024959,0,0,0.194875,0.079491,0.099041,-0.111922,0
0.079949,1.68197,0.047044,-0.193431,-0.100289,-0.024959,0,0,0.19907,0.079949,0.100289,-0.102769,0
0.080406,1.677522,0.047044,-0.197751,-0.101537,-0.024959,0,0,0.20327,0.080406,0.101537,-0.093576,0
0.080864,1.672978,0.047044,-0.202072,-0.102785,-0.024959,0,0,0.207475,0.080864,0.102785,4.758045,2
0.081263,1.669543,0.041803,-0.15279,-0.104686,-0.038025,0,0,0.158405,0.081263,0.104686,-0.256425,0
0.081662,1.666011,0.041803,-0.15711,-0.106587,-0.038025,0,0,0.162576,0.081662,0.106587,-0.247474,0
0.082061,1.662382,0.041803,-0.16143,-0.108488,-0.038025,0,0,0.166755,0.082061,0.108488,-0.238509,0
0.08246,1.658656,0.041803,-0.165751,-0.11039,-0.038025,0,0,0.170941,0.08246,0.11039,-0.229485,0
0.082859,1.654832,0.041803,-0.170071,-0.112291,-0.038025,0,0,0.175133,0.082859,0.112291,-0.220409,0
0.083257,1.650912,0.041803,-0.174391,-0.114192,-0.038025,0,0,0.179331,0.083257,0.114192,-0.211282,0
0.083656,1.646894,0.041803,-0.178711,-0.116093,-0.038025,0,0,0.183536,0.083656,0.116093,-0.202135,0
0.084055,1.642779,0.041803,-0.183032,-0.117995,-0.038025,0,0,0.187745,0.084055,0.117995,-0.19295,0
0.084454,1.638567,0.041803,-0.187352,-0.119896,-0.038025,0,0,0.191959,0.084454,0.119896,-0.183746,0
0.084853,1.634258,0.041803,-0.191672,-0.121797,-0.038025,0,0,0.196178,0.084853,0.121797,-0.174476,0
0.085252,1.629852,0.041803,-0.195993,-0.123698,-0.038025,0,0,0.200401,0.085252,0.123698,-0.165219,0
0.085651,1.625348,0.041803,-0.200313,-0.1256,-0.038025,0,0,0.204628,0.085651,0.1256,4.042007,2
0.08621,1.62192,0.057527,-0.152492,-0.127219,-0.032389,0,0,0.162983,0.08621,0.127219,-0.217828,0
0.086769,1.618395,0.057527,-0.156813,-0.128839,-0.032389,0,0,0.167032,0.086769,0.128839,-0.209475,0
0.087328,1.614773,0.057527,-0.161133,-0.130458,-0.032389,0,0,0.171094,0.087328,0.130458,-0.201048,0
0.087887,1.611053,0.057527,-0.165453,-0.132077,-0.032389,0,0,0.175169,0.087887,0.132077,-0.192535,0
0.088446,1.607237,0.057527,-0.169773,-0.133697,-0.032389,0,0,0.179255,0.088446,0.133697,-0.183931,0
0.089005,1.603323,0.057527,-0.174094,-0.135316,-0.032389,0,0,0.183352,0.089005,0.135316,-0.175274,0
0.089564,1.599312,0.057527,-0.178414,-0.136936,-0.032389,0,0,0.187459,0.089564,0.136936,-0.166552,0
0.090123,1.595204,0.057527,-0.182734,-0.138555,-0.032389,0,0,0.191575,0.090123,0.138555,-0.157774,0
0.090682,1.590999,0.057527,-0.187054,-0.140175,-0.032389,0,0,0.1957,0.090682,0.140175,-0.148926,0
0.091241,1.586696,0.057527,-0.191374,-0.141794,-0.032389,0,0,0.199834,0.091241,0.141794,-0.140044,0
0.0918,1.582296,0.057527,-0.195695,-0.143414,-0.032389,0,0,0.203975,0.0918,0.143414,-0.131115,0
0.092359,1.5778,0.057527,-0.200015,-0.145033,-0.032389,0,0,0.208123,0.092359,0.145033,5.21199,2
0.092881,1.57457,0.054621,-0.143775,-0.147429,-0.047923,0,0,0.153801,0.092881,0.147429,-0.31524,0
0.093403,1.571243,0.054621,-0.148095,-0.149825,-0.047923,0,0,0.157847,0.093403,0.149825,-0.30698,0
0.093925,1.567819,0.054621,-0.152416,-0.152221,-0.047923,0,0,0.161907,0.093925,0.152221,0.216137,1
0.094383,1.564325,0.046506,-0.155384,-0.152933,-0.014243,0,0,0.162195,0.094383,0.152933,0.468086,1
0.094758,1.560763,0.036057,-0.158134,-0.151487,0.02893,0,0,0.162192,0.094758,0.151487,0.508847,1
0.095053,1.557115,0.026013,-0.161822,-0.148016,0.06942,0,0,0.163899,0.095053,0.148016,0.292416,0
0.095348,1.553369,0.026012,-0.166143,-0.144545,0.06942,0,0,0.168167,0.095348,0.144545,0.301843,0
0.095643,1.549526,0.026012,-0.170464,-0.141074,0.06942,0,0,0.172437,0.095643,0.141074,0.311246,0
0.095938,1.545586,0.026012,-0.174785,-0.137603,0.06942,0,0,0.17671,0.095938,0.137603,0.320692,0
0.096233,1.541549,0.026012,-0.179106,-0.134132,0.06942,0,0,0.180985,0.096233,0.134132,0.330148,0
0.096528,1.537415,0.026012,-0.183427,-0.130661,0.06942,0,0,0.185262,0.096528,0.130661,0.339597,0
0.096823,1.533184,0.026011,-0.187748,-0.12719,0.06942,0,0,0.189541,0.096823,0.12719,0.349085,0
0.097118,1.528855,0.026011,-0.192069,-0.123719,0.06942,0,0,0.193822,0.097118,0.123719,0.358567,0
0.097413,1.52443,0.026011,-0.19639,-0.120248,0.06942,0,0,0.198105,0.097413,0.120248,0.368076,0
0.097708,1.519908,0.026011,-0.200711,-0.116777,0.06942,0,0,0.202389,0.097708,0.116777,4.793127,2
0.098087,1.516424,0.03443,-0.154571,-0.113328,0.068979,0,0,0.158359,0.098087,0.113328,0.277757,0
0.098466,1.512843,0.03443,-0.158892,-0.109879,0.068979,0,0,0.162579,0.098466,0.109879,0.28688,0
0.098845,1.509165,0.03443,-0.163213,-0.10643,0.068979,0,0,0.166805,0.098845,0.10643,0.296071,0
0.099224,1.50539,0.03443,-0.167534,-0.102981,0.068979,0,0,0.171035,0.099224,0.102981,0.305293,0
0.099603,1.501518,0.03443,-0.171855,-0.099532,0.068979,0,0,0.17527,0.099603,0.099532,0.314517,0
0.099982,1.497549,0.034429,-0.176176,-0.096083,0.068979,0,0,0.179508,0.099982,0.096083,0.323811,0
0.100361,1.493483,0.034429,-0.180497,-0.092635,0.068978,0,0,0.183751,0.100361,0.092635,0.333089,0
0.10074,1.48932,0.034429,-0.184818,-0.089186,0.068978,0,0,0.187997,0.10074,0.089186,0.342418,0
0.101119,1.48506,0.034429,-0.189139,-0.085737,0.068978,0,0,0.192247,0.101119,0.085737,0.351764,0
0.101498,1.480702,0.034429,-0.19346,-0.082288,0.068978,0,0,0.196499,0.101498,0.082288,0.361103,0
0.101877,1.476248,0.034429,-0.197781,-0.078839,0.068978,0,0,0.200755,0.101877,0.078839,0.370502,0
0.102256,1.471697,0.034429,-0.202102,-0.07539,0.068978,0,0,0.205013,0.102256,0.07539,2.884841,2
0.102776,1.467766,0.04794,-0.174513,-0.071462,0.07856,0,0,0.180978,0.102776,0.071462,0.373916,0
0.103295,1.463738,0.04794,-0.178834,-0.067534,0.078559,0,0,0.185148,0.103295,0.067534,0.382866,0
0.103814,1.459613,0.04794,-0.183155,-0.063606,0.078559,0,0,0.189326,0.103814,0.063606,0.391874,0
0.104333,1.455391,0.04794,-0.187477,-0.059678,0.078559,0,0,0.193509,0.104333,0.059678,0.400895,0
0.104852,1.451072,0.04794,-0.191798,-0.05575,0.078559,0,0,0.197699,0.104852,0.05575,0.409981,0
0.105371,1.446656,0.04794,-0.196119,-0.051822,0.078559,0,0,0.201894,0.105371,0.051822,0.419065,0
0.10589,1.442143,0.04794,-0.200441,-0.047894,0.078559,0,0,0.206094,0.10589,0.047894,2.469449,2
0.106466,1.438121,0.053412,-0.178658,-0.043792,0.082046,0,0,0.186471,0.106466,0.043792,0.402369,0
0.107042,1.434001,0.053412,-0.182979,-0.03969,0.082046,0,0,0.190615,0.107042,0.03969,0.411201,0
