@relation lunar_lander

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute magnitude_velocity numeric
@attribute abs_x_disp numeric
@attribute abs_angle numeric
@attribute action {0,1,2,3}
@attribute reward numeric

@data
-0.14479,1.513463,-0.610381,0.139806,0.163902,0.13622,0,0,0.626188,0.14479,0.163902,-0.951178,0
-0.150826,1.516529,-0.610399,0.135478,0.170711,0.1362,0,0,0.625253,0.150826,0.170711,-0.941419,0
-0.156855,1.519489,-0.610058,0.130708,0.177922,0.144223,0,0,0.623904,0.156855,0.177922,-0.9397,0
-0.162889,1.52234,-0.610175,0.125887,0.184731,0.136173,0,0,0.623026,0.162889,0.184731,-0.933971,0
-0.168923,1.525094,-0.610174,0.121563,0.19154,0.136173,0,0,0.622165,0.168923,0.19154,-0.92938,0
-0.174957,1.527752,-0.610173,0.117239,0.198348,0.136172,0,0,0.621334,0.174957,0.198348,-0.924793,0
-0.180991,1.530313,-0.610172,0.112915,0.205157,0.136172,0,0,0.620532,0.180991,0.205157,-0.920221,0
-0.187025,1.532778,-0.61017,0.108592,0.211965,0.136172,0,0,0.619758,0.187025,0.211965,-0.91566,0
-0.193059,1.535146,-0.610169,0.104268,0.218774,0.136172,0,0,0.619014,0.193059,0.218774,-0.911092,0
-0.199094,1.537418,-0.610168,0.099944,0.225583,0.136171,0,0,0.618299,0.199094,0.225583,-0.906548,0
-0.205128,1.539593,-0.610167,0.09562,0.232391,0.136171,0,0,0.617614,0.205128,0.232391,-0.902023,0
-0.211163,1.541671,-0.610165,0.091296,0.2392,0.13617,0,0,0.616958,0.211163,0.2392,-0.897506,0
-0.217197,1.543653,-0.610164,0.086973,0.246008,0.13617,0,0,0.616332,0.217197,0.246008,-0.892999,0
-0.223232,1.545538,-0.610163,0.082649,0.252817,0.136169,0,0,0.615735,0.223232,0.252817,-0.88848,0
-0.229267,1.547327,-0.610161,0.078325,0.259625,0.136169,0,0,0.615168,0.229267,0.259625,-0.884,0
-0.235302,1.549019,-0.61016,0.074001,0.266433,0.136168,0,0,0.614631,0.235302,0.266433,-0.879533,0
-0.241337,1.550614,-0.610158,0.069677,0.273242,0.136168,0,0,0.614124,0.241337,0.273242,-0.87507,0
-0.247372,1.552113,-0.610157,0.065354,0.28005,0.136168,0,0,0.613647,0.247372,0.28005,-0.870629,0
-0.253408,1.553515,-0.610155,0.06103,0.286859,0.136167,0,0,0.6132,0.253408,0.286859,-0.866203,0
-0.259443,1.55482,-0.610154,0.056706,0.293667,0.136167,0,0,0.612783,0.259443,0.293667,-0.861797,0
-0.265479,1.556029,-0.610152,0.052382,0.300475,0.136166,0,0,0.612396,0.265479,0.300475,-0.857402,0
-0.271514,1.557142,-0.61015,0.048059,0.307284,0.136166,0,0,0.61204,0.271514,0.307284,-0.853014,0
-0.27755,1.558157,-0.610148,0.043735,0.314092,0.136165,0,0,0.611714,0.27755,0.314092,-0.848634,0
-0.283586,1.559076,-0.610147,0.039411,0.3209,0.136165,0,0,0.611418,0.283586,0.3209,-0.844293,0
-0.289622,1.559899,-0.610145,0.035088,0.327708,0.136164,0,0,0.611153,0.289622,0.327708,-0.839948,0
-0.295658,1.560624,-0.610143,0.030764,0.334516,0.136164,0,0,0.610918,0.295658,0.334516,-0.835637,0
-0.301695,1.561254,-0.610141,0.02644,0.341325,0.136164,0,0,0.610714,0.301695,0.341325,-0.831321,0
-0.307731,1.561786,-0.610139,0.022117,0.348133,0.136163,0,0,0.61054,0.307731,0.348133,-0.827033,0
-0.313768,1.562222,-0.610137,0.017793,0.354941,0.136163,0,0,0.610397,0.313768,0.354941,-0.822764,0
-0.319804,1.562562,-0.610135,0.013469,0.361749,0.136162,0,0,0.610284,0.319804,0.361749,-0.818485,0
-0.325841,1.562804,-0.610133,0.009146,0.368557,0.136162,0,0,0.610202,0.325841,0.368557,-0.81425,0
-0.331878,1.56295,-0.610131,0.004822,0.375365,0.136161,0,0,0.61015,0.331878,0.375365,-0.810021,0
-0.337916,1.563,-0.610129,0.000498,0.382173,0.136161,0,0,0.610129,0.337916,0.382173,-0.805821,0
-0.343953,1.562953,-0.610127,-0.003825,0.388981,0.136161,0,0,0.610139,0.343953,0.388981,-0.801639,0
-0.34999,1.562809,-0.610125,-0.008149,0.395789,0.13616,0,0,0.610179,0.34999,0.395789,-0.797462,0
-0.356028,1.562568,-0.610122,-0.012473,0.402597,0.13616,0,0,0.61025,0.356028,0.402597,-0.793313,0
-0.362066,1.562231,-0.61012,-0.016796,0.409405,0.136159,0,0,0.610351,0.362066,0.409405,-0.789176,0
-0.368104,1.561798,-0.610118,-0.02112,0.416213,0.136159,0,0,0.610483,0.368104,0.416213,-0.785055,0
-0.374142,1.561267,-0.610115,-0.025443,0.423021,0.136158,0,0,0.610646,0.374142,0.423021,-0.780979,0
-0.38018,1.56064,-0.610113,-0.029767,0.429829,0.136158,0,0,0.610839,0.38018,0.429829,-0.776884,0
-0.386218,1.559917,-0.610111,-0.034091,0.436637,0.136157,0,0,0.611062,0.386218,0.436637,-0.77283,0
-0.392257,1.559096,-0.610108,-0.038414,0.443445,0.136157,0,0,0.611316,0.392257,0.443445,-0.768804,0
-0.398296,1.55818,-0.610106,-0.042738,0.450253,0.136157,0,0,0.611601,0.398296,0.450253,-0.764781,0
-0.404335,1.557166,-0.610103,-0.047061,0.45706,0.136156,0,0,0.611916,0.404335,0.45706,-0.760777,0
-0.410374,1.556056,-0.610101,-0.051385,0.463868,0.136156,0,0,0.612261,0.410374,0.463868,-0.756807,0
-0.416413,1.554849,-0.610098,-0.055708,0.470676,0.136155,0,0,0.612636,0.416413,0.470676,-0.752855,0
-0.422453,1.553546,-0.610095,-0.060032,0.477484,0.136155,0,0,0.613042,0.422453,0.477484,-0.748914,0
-0.428493,1.552145,-0.610093,-0.064355,0.484291,0.136154,0,0,0.613478,0.428493,0.484291,-0.74501,0
-0.434533,1.550649,-0.61009,-0.068679,0.491099,0.136154,0,0,0.613943,0.434533,0.491099,-0.741121,0
-0.440573,1.549055,-0.610087,-0.073002,0.497907,0.136153,0,0,0.614439,0.440573,0.497907,-0.737259,0
-0.446613,1.547365,-0.610084,-0.077325,0.504714,0.136153,0,0,0.614965,0.446613,0.504714,-0.733416,0
-0.452654,1.545578,-0.610082,-0.081649,0.511522,0.136152,0,0,0.615521,0.452654,0.511522,-0.729598,0
-0.458694,1.543695,-0.610079,-0.085972,0.51833,0.136152,0,0,0.616107,0.458694,0.51833,-0.725802,0
-0.464735,1.541715,-0.610076,-0.090296,0.525137,0.136152,0,0,0.616722,0.464735,0.525137,-0.722041,0
-0.470776,1.539638,-0.610073,-0.094619,0.531945,0.136151,0,0,0.617367,0.470776,0.531945,-0.718299,0
-0.476818,1.537465,-0.61007,-0.098942,0.538752,0.136151,0,0,0.618041,0.476818,0.538752,-0.714567,0
-0.482859,1.535195,-0.610067,-0.103266,0.54556,0.13615,0,0,0.618745,0.482859,0.54556,-0.710879,0
-0.488901,1.532828,-0.610064,-0.107589,0.552367,0.13615,0,0,0.619479,0.488901,0.552367,-0.707226,0
-0.494943,1.530365,-0.610061,-0.111912,0.559175,0.136149,0,0,0.620241,0.494943,0.559175,-0.70358,0
-0.500985,1.527805,-0.610058,-0.116236,0.565982,0.136149,0,0,0.621033,0.500985,0.565982,-0.699977,0
-0.507028,1.525148,-0.610055,-0.120559,0.57279,0.136149,0,0,0.621853,0.507028,0.57279,-0.696389,0
-0.51307,1.522395,-0.610052,-0.124882,0.579597,0.136148,0,0,0.622703,0.51307,0.579597,-0.692843,0
-0.519113,1.519544,-0.610049,-0.129206,0.586404,0.136148,0,0,0.623581,0.519113,0.586404,-0.689318,0
-0.525156,1.516598,-0.610045,-0.133529,0.593212,0.136147,0,0,0.624488,0.525156,0.593212,-0.685823,0
-0.5312,1.513554,-0.610042,-0.137852,0.600019,0.136147,0,0,0.625424,0.5312,0.600019,-0.682374,0
-0.537243,1.510414,-0.610039,-0.142175,0.606826,0.136146,0,0,0.626387,0.537243,0.606826,-0.678954,0
-0.543287,1.507177,-0.610036,-0.146499,0.613634,0.136146,0,0,0.62738,0.543287,0.613634,-0.675549,0
-0.549331,1.503843,-0.610032,-0.150822,0.620441,0.136145,0,0,0.6284,0.549331,0.620441,-0.672216,0
-0.555375,1.500413,-0.610029,-0.155145,0.627248,0.136145,0,0,0.629448,0.555375,0.627248,-0.668878,0
-0.56142,1.496886,-0.610025,-0.159468,0.634055,0.136145,0,0,0.630525,0.56142,0.634055,-0.665594,0
-0.567464,1.493262,-0.610022,-0.163791,0.640863,0.136144,0,0,0.631628,0.567464,0.640863,-0.66236,0
-0.573509,1.489542,-0.610019,-0.168114,0.64767,0.136144,0,0,0.63276,0.573509,0.64767,-0.659131,0
-0.579555,1.485725,-0.610015,-0.172438,0.654477,0.136143,0,0,0.633919,0.579555,0.654477,-0.65597,0
-0.5856,1.481811,-0.610011,-0.176761,0.661284,0.136143,0,0,0.635105,0.5856,0.661284,-0.652841,0
-0.591646,1.4778,-0.610008,-0.181084,0.668091,0.136142,0,0,0.636318,0.591646,0.668091,-0.649753,0
-0.597692,1.473693,-0.610004,-0.185407,0.674898,0.136142,0,0,0.637559,0.597692,0.674898,-0.646707,0
-0.603738,1.469489,-0.610001,-0.18973,0.681705,0.136142,0,0,0.638826,0.603738,0.681705,-0.643691,0
-0.609785,1.465188,-0.609997,-0.194053,0.688512,0.136141,0,0,0.640119,0.609785,0.688512,-0.640751,0
-0.615832,1.460791,-0.609993,-0.198376,0.695319,0.136141,0,0,0.64144,0.615832,0.695319,-0.637828,0
-0.621879,1.456296,-0.60999,-0.202699,0.702127,0.13614,0,0,0.642786,0.621879,0.702127,-0.634962,0
-0.627926,1.451705,-0.609986,-0.207022,0.708933,0.13614,0,0,0.644159,0.627926,0.708933,-0.632142,0
-0.633974,1.447018,-0.609982,-0.211345,0.71574,0.136139,0,0,0.645558,0.633974,0.71574,-0.629397,0
-0.640022,1.442233,-0.609978,-0.215668,0.722547,0.136139,0,0,0.646982,0.640022,0.722547,-0.626669,0
-0.64607,1.437352,-0.609974,-0.219991,0.729354,0.136138,0,0,0.648432,0.64607,0.729354,-0.623999,0
-0.652118,1.432374,-0.60997,-0.224314,0.736161,0.136138,0,0,0.649908,0.652118,0.736161,-0.621431,0
-0.658167,1.4273,-0.609966,-0.228637,0.742968,0.136138,0,0,0.651409,0.658167,0.742968,-0.618863,0
-0.664216,1.422128,-0.609962,-0.23296,0.749775,0.136137,0,0,0.652935,0.664216,0.749775,-0.616365,0
-0.670265,1.41686,-0.609959,-0.237282,0.756582,0.136137,0,0,0.654486,0.670265,0.756582,-0.613934,0
-0.676315,1.411495,-0.609955,-0.241605,0.763389,0.136136,0,0,0.656062,0.676315,0.763389,-1.672904,1
-0.682415,1.405946,-0.616675,-0.2509,0.772467,0.181564,0,0,0.665762,0.682415,0.772467,-1.936841,1
-0.688572,1.400217,-0.623897,-0.259995,0.783839,0.22744,0,0,0.675903,0.688572,0.783839,-2.385361,1
-0.694799,1.394296,-0.632699,-0.269946,0.79796,0.282415,0,0,0.68788,0.694799,0.79796,-2.539733,1
-0.701088,1.38819,-0.640668,-0.279476,0.814602,0.332846,0,0,0.698972,0.701088,0.814602,-2.84611,1
-0.707441,1.381885,-0.64866,-0.289848,0.834004,0.388033,0,0,0.710472,0.707441,0.834004,-2.737933,1
-0.713836,1.375404,-0.653924,-0.298832,0.855417,0.42826,0,0,0.718969,0.713836,0.855417,-2.860517,1
-0.720276,1.368768,-0.659104,-0.306846,0.87856,0.46287,0,0,0.72703,0.720276,0.87856,-3.153638,1
-0.726767,1.361969,-0.665151,-0.315329,0.903684,0.502467,0,0,0.736111,0.726767,0.903684,-3.453077,1
-0.733313,1.354993,-0.671538,-0.324784,0.931118,0.548681,0,0,0.745954,0.733313,0.931118,-3.731007,1
-0.739914,1.347825,-0.67791,-0.334939,0.961076,0.599179,0,0,0.756139,0.739914,0.961076,-4.024125,1
-0.746571,1.340458,-0.684242,-0.345726,0.993758,0.653636,0,0,0.766625,0.746571,0.993758,-4.124344,1
-0.753273,1.332897,-0.689195,-0.356093,1.028888,0.702599,0,0,0.775753,0.753273,1.028888,-3.370143,0
-0.759985,1.325248,-0.689063,-0.360468,1.064015,0.70254,0,0,0.777654,0.759985,1.064015,-3.370293,0
-0.766707,1.31751,-0.688928,-0.36484,1.099139,0.70248,0,0,0.779571,0.766707,1.099139,-3.370498,0
-0.773438,1.309682,-0.688791,-0.369209,1.13426,0.70242,0,0,0.781504,0.773438,1.13426,-3.370849,0
-0.780179,1.301764,-0.688651,-0.373575,1.169378,0.702361,0,0,0.783453,0.780179,1.169378,-3.371292,0
-0.786931,1.293755,-0.688509,-0.377937,1.204493,0.702301,0,0,0.785417,0.786931,1.204493,-3.371839,0
-0.793692,1.285654,-0.688364,-0.382296,1.239605,0.702241,0,0,0.787398,0.793692,1.239605,-3.372504,0
-0.800464,1.277462,-0.688218,-0.386652,1.274714,0.702181,0,0,0.789394,0.800464,1.274714,-3.373293,0
-0.807246,1.269176,-0.688069,-0.391004,1.30982,0.702122,0,0,0.791406,0.807246,1.30982,-3.37417,0
-0.814039,1.260798,-0.687919,-0.395353,1.344923,0.702062,0,0,0.793434,0.814039,1.344923,-3.375216,0
-0.820843,1.252327,-0.687768,-0.399698,1.380023,0.702003,0,0,0.795477,0.820843,1.380023,-3.376378,0
-0.827657,1.243761,-0.687616,-0.40404,1.41512,0.701943,0,0,0.797536,0.827657,1.41512,-2.670777,3
-0.834462,1.235204,-0.685204,-0.402217,1.447848,0.654558,0,0,0.794533,0.834462,1.447848,-2.663134,3
-0.841276,1.226645,-0.68472,-0.400964,1.478473,0.612497,0,0,0.793482,0.841276,1.478473,-2.445246,3
-0.848091,1.218079,-0.683828,-0.399956,1.507077,0.572069,0,0,0.792203,0.848091,1.507077,-2.279329,3
-0.854907,1.209501,-0.682992,-0.399229,1.533767,0.533802,0,0,0.791114,0.854907,1.533767,-2.077048,3
-0.861723,1.200917,-0.682295,-0.398158,1.558417,0.493006,0,0,0.789972,0.861723,1.558417,-1.787212,3
-0.868545,1.192355,-0.682239,-0.395366,1.580382,0.439309,0,0,0.78852,0.868545,1.580382,-1.58857,3
-0.875377,1.183814,-0.68282,-0.392621,1.599681,0.385962,0,0,0.787651,0.875377,1.599681,-1.376742,3
-0.882216,1.175284,-0.683291,-0.390503,1.616547,0.33733,0,0,0.787007,0.882216,1.616547,-1.039673,3
-0.889056,1.166777,-0.68329,-0.387657,1.630712,0.283306,0,0,0.785597,0.889056,1.630712,-0.849508,3
-0.8959,1.158283,-0.683569,-0.38534,1.642374,0.23324,0,0,0.7847,0.8959,1.642374,-0.538193,3
-0.902742,1.149812,-0.68351,-0.382538,1.651356,0.17964,0,0,0.783276,0.902742,1.651356,-0.486345,3
-0.909593,1.141342,-0.684551,-0.381041,1.658134,0.135553,0,0,0.783455,0.909593,1.658134,-0.214409,3
-0.916455,1.132886,-0.685787,-0.378633,1.662361,0.084541,0,0,0.783369,0.916455,1.662361,0.018699,3
-0.923321,1.124434,-0.686431,-0.376967,1.664327,0.039323,0,0,0.78313,0.923321,1.664327,0.353353,3
-0.930196,1.116019,-0.687635,-0.373331,1.663282,-0.020909,0,0,0.782444,0.930196,1.663282,0.40996,3
-0.93708,1.10759,-0.688683,-0.37262,1.660327,-0.059095,0,0,0.783026,0.93708,1.660327,0.862695,3
-0.943968,1.099195,-0.68931,-0.369127,1.654424,-0.118047,0,0,0.781922,0.943968,1.654424,1.090144,3
-0.950863,1.090827,-0.690138,-0.366085,1.64574,-0.173683,0,0,0.781222,0.950863,1.64574,1.236147,3
-0.957763,1.082457,-0.690812,-0.364661,1.634885,-0.217113,0,0,0.781152,0.957763,1.634885,1.525941,3
-0.964668,1.074099,-0.69126,-0.362495,1.621581,-0.266068,0,0,0.78054,0.964668,1.621581,1.770576,3
-0.97157,1.065742,-0.690963,-0.361009,1.606093,-0.30976,0,0,0.779588,0.97157,1.606093,2.015814,3
-0.978483,1.057409,-0.691709,-0.357983,1.58783,-0.365258,0,0,0.778854,0.978483,1.58783,2.456553,3
-0.985394,1.049118,-0.691282,-0.354099,1.566474,-0.427121,0,0,0.776696,0.985394,1.566474,2.582907,3
-0.992306,1.040832,-0.69088,-0.352275,1.542801,-0.473473,0,0,0.775508,0.992306,1.542801,-100,2
-0.007763,1.403826,-0.786292,-0.315336,0.009002,0.178107,0,0,0.847167,0.007763,0.009002,-0.194796,0
-0.015526,1.396658,-0.785229,-0.318637,0.017803,0.176034,0,0,0.847416,0.015526,0.017803,-0.331005,0
-0.02329,1.389394,-0.785256,-0.322986,0.026598,0.17593,0,0,0.849086,0.02329,0.026598,-0.326845,0
-0.031053,1.382034,-0.785282,-0.327317,0.035393,0.175907,0,0,0.850767,0.031053,0.035393,-0.323354,0
-0.038818,1.374577,-0.785308,-0.331644,0.044186,0.175879,0,0,0.852465,0.038818,0.044186,-0.320073,0
-0.046582,1.367024,-0.785334,-0.335971,0.052978,0.175851,0,0,0.854181,0.046582,0.052978,-0.316838,0
-0.054347,1.359375,-0.785359,-0.340299,0.061768,0.175822,0,0,0.855916,0.054347,0.061768,-0.313704,0
-0.062112,1.351629,-0.785385,-0.344626,0.070557,0.175794,0,0,0.857669,0.062112,0.070557,-0.310631,0
-0.069877,1.343788,-0.78541,-0.348954,0.079344,0.175766,0,0,0.85944,0.069877,0.079344,-0.307651,0
-0.077643,1.33585,-0.785435,-0.353282,0.08813,0.175738,0,0,0.86123,0.077643,0.08813,-0.304742,0
-0.085409,1.327816,-0.78546,-0.35761,0.096915,0.17571,0,0,0.863037,0.085409,0.096915,-0.301936,0
-0.093176,1.319686,-0.785485,-0.361939,0.105698,0.175682,0,0,0.864862,0.093176,0.105698,-0.299196,0
-0.100942,1.311459,-0.78551,-0.366268,0.11448,0.175654,0,0,0.866705,0.100942,0.11448,-0.296572,0
-0.108709,1.303137,-0.785534,-0.370597,0.123261,0.175626,0,0,0.868565,0.108709,0.123261,-0.294018,0
-0.116477,1.294717,-0.785558,-0.374926,0.13204,0.175599,0,0,0.870443,0.116477,0.13204,-0.291597,0
-0.124245,1.286202,-0.785582,-0.379256,0.140818,0.175571,0,0,0.872338,0.124245,0.140818,-0.289274,0
-0.132013,1.277591,-0.785606,-0.383585,0.149594,0.175544,0,0,0.874251,0.132013,0.149594,-0.287057,0
-0.139781,1.268883,-0.78563,-0.387915,0.158369,0.175516,0,0,0.876181,0.139781,0.158369,-0.28496,0
-0.14755,1.260079,-0.785653,-0.392246,0.167143,0.175489,0,0,0.878127,0.14755,0.167143,-0.282988,0
-0.15532,1.251178,-0.785676,-0.396576,0.175915,0.175462,0,0,0.880091,0.15532,0.175915,-0.281143,0
-0.163089,1.242182,-0.785699,-0.400907,0.184686,0.175435,0,0,0.882071,0.163089,0.184686,-0.279436,0
-0.170859,1.233089,-0.785722,-0.405238,0.193456,0.175408,0,0,0.884068,0.170859,0.193456,-0.277847,0
-0.17863,1.2239,-0.785744,-0.409569,0.202224,0.175381,0,0,0.886082,0.17863,0.202224,-0.276435,0
-0.186401,1.214614,-0.785767,-0.413901,0.210991,0.175355,0,0,0.888112,0.186401,0.210991,-0.275148,0
-0.194172,1.205232,-0.785789,-0.418232,0.219756,0.175328,0,0,0.890158,0.194172,0.219756,1.014823,3
-0.201843,1.195776,-0.773796,-0.421271,0.226509,0.135062,0,0,0.881039,0.201843,0.226509,0.948504,3
-0.209447,1.186234,-0.76483,-0.424807,0.230986,0.089537,0,0,0.874886,0.209447,0.230986,0.970361,3
-0.216993,1.176614,-0.757497,-0.428019,0.233938,0.059028,0,0,0.870058,0.216993,0.233938,1.312903,3
-0.224467,1.166918,-0.748414,-0.431107,0.235012,0.021486,0,0,0.8637,0.224467,0.235012,1.662961,3
-0.231857,1.157151,-0.737913,-0.433911,0.233908,-0.022083,0,0,0.856034,0.231857,0.233908,1.762784,3
-0.239171,1.147311,-0.728413,-0.436834,0.230831,-0.06154,0,0,0.849359,0.239171,0.230831,1.743937,3
-0.246424,1.13739,-0.72066,-0.44023,0.226162,-0.093366,0,0,0.844484,0.246424,0.226162,1.062641,0
-0.253677,1.127372,-0.72066,-0.444552,0.221494,-0.093366,0,0,0.846745,0.253677,0.221494,1.063037,0
-0.260929,1.117257,-0.720659,-0.448874,0.216826,-0.093365,0,0,0.849021,0.260929,0.216826,0.25294,2
-0.268387,1.107559,-0.740545,-0.430232,0.211575,-0.105011,0,0,0.85645,0.268387,0.211575,3.107915,2
-0.27592,1.099323,-0.748741,-0.365403,0.206993,-0.091653,0,0,0.833146,0.27592,0.206993,0.84837,2
-0.283561,1.091678,-0.759526,-0.339177,0.202355,-0.092754,0,0,0.831818,0.283561,0.202355,2.223765,2
-0.291127,1.084618,-0.752784,-0.313224,0.19848,-0.077496,0,0,0.815348,0.291127,0.19848,0.71179,0
-0.298694,1.077462,-0.752783,-0.317546,0.194605,-0.077495,0,0,0.817018,0.298694,0.194605,0.711602,0
-0.30626,1.070209,-0.752783,-0.321867,0.190731,-0.077495,0,0,0.818707,0.30626,0.190731,0.711253,0
-0.313826,1.062858,-0.752783,-0.326188,0.186856,-0.077495,0,0,0.820415,0.313826,0.186856,0.710761,0
-0.321393,1.055411,-0.752782,-0.330509,0.182981,-0.077495,0,0,0.822142,0.321393,0.182981,0.710067,0
-0.328959,1.047867,-0.752782,-0.33483,0.179106,-0.077495,0,0,0.823888,0.328959,0.179106,0.70923,0
-0.336526,1.040226,-0.752782,-0.339152,0.175232,-0.077495,0,0,0.825654,0.336526,0.175232,0.747798,2
-0.344168,1.033105,-0.760395,-0.316013,0.171342,-0.0778,0,0,0.823447,0.344168,0.171342,0.017379,2
-0.35204,1.027039,-0.782867,-0.269105,0.167013,-0.086564,0,0,0.827828,0.35204,0.167013,0.818894,2
-0.359984,1.021847,-0.790215,-0.230314,0.162855,-0.083162,0,0,0.823094,0.359984,0.162855,0.524851,0
-0.367928,1.016557,-0.790214,-0.234635,0.158697,-0.083162,0,0,0.824313,0.367928,0.158697,0.523923,0
-0.375872,1.011171,-0.790214,-0.238957,0.154539,-0.083162,0,0,0.825554,0.375872,0.154539,0.522836,0
-0.383815,1.005687,-0.790214,-0.243278,0.150381,-0.083161,0,0,0.826814,0.383815,0.150381,0.52165,0
-0.391759,1.000107,-0.790213,-0.2476,0.146223,-0.083161,0,0,0.828096,0.391759,0.146223,0.520298,0
-0.399703,0.99443,-0.790213,-0.251921,0.142065,-0.083161,0,0,0.829398,0.399703,0.142065,0.518817,0
-0.407647,0.988656,-0.790213,-0.256242,0.137907,-0.083161,0,0,0.830721,0.407647,0.137907,0.517198,0
-0.415591,0.982784,-0.790213,-0.260564,0.133749,-0.083161,0,0,0.832063,0.415591,0.133749,0.515425,0
-0.423535,0.976816,-0.790212,-0.264885,0.129591,-0.083161,0,0,0.833427,0.423535,0.129591,0.513501,0
-0.431478,0.970751,-0.790212,-0.269207,0.125433,-0.083161,0,0,0.83481,0.431478,0.125433,0.511418,0
-0.439422,0.964589,-0.790212,-0.273528,0.121275,-0.083161,0,0,0.836213,0.439422,0.121275,0.509189,0
-0.447366,0.95833,-0.790212,-0.27785,0.117117,-0.083161,0,0,0.837636,0.447366,0.117117,0.506772,0
-0.45531,0.951973,-0.790211,-0.282171,0.112959,-0.08316,0,0,0.83908,0.45531,0.112959,0.504196,0
-0.463254,0.94552,-0.790211,-0.286493,0.108801,-0.08316,0,0,0.840542,0.463254,0.108801,0.501458,0
-0.471198,0.93897,-0.790211,-0.290814,0.104643,-0.08316,0,0,0.842025,0.471198,0.104643,0.498542,0
-0.479142,0.932323,-0.790211,-0.295135,0.100485,-0.08316,0,0,0.843527,0.479142,0.100485,0.495441,0
-0.487086,0.925579,-0.79021,-0.299457,0.096327,-0.08316,0,0,0.845048,0.487086,0.096327,0.492141,0
-0.49503,0.918739,-0.79021,-0.303778,0.092169,-0.08316,0,0,0.846589,0.49503,0.092169,-0.95123,1
-0.503072,0.911791,-0.80243,-0.308675,0.090468,-0.034023,0,0,0.859753,0.503072,0.090468,-1.203812,1
-0.511211,0.904738,-0.814681,-0.313506,0.091227,0.015192,0,0,0.872921,0.511211,0.091227,-1.170544,1
-0.519429,0.897587,-0.824531,-0.317993,0.093957,0.054591,0,0,0.883725,0.519429,0.093957,-1.655723,1
-0.527743,0.890327,-0.83668,-0.323017,0.099133,0.103535,0,0,0.896869,0.527743,0.099133,-1.576941,1
-0.536131,0.882952,-0.84584,-0.328277,0.106171,0.140747,0,0,0.90731,0.536131,0.106171,-0.663587,0
